id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze
736041664,A Jesus Garcia,ESP,male,10/17/1969,1.72,64,athletics,0,0,0
532037425,A Lam Shin,KOR,female,9/23/1986,1.68,56,fencing,0,0,0
435962603,Aaron Brown,CAN,male,5/27/1992,1.98,79,athletics,0,0,1
521041435,Aaron Cook,MDA,male,1/2/1991,1.83,80,taekwondo,0,0,0
33922579,Aaron Gate,NZL,male,11/26/1990,1.81,71,cycling,0,0,0
173071782,Aaron Royle,AUS,male,1/26/1990,1.8,67,triathlon,0,0,0
266237702,Aaron Russell,USA,male,6/4/1993,2.05,98,volleyball,0,0,1
382571888,Aaron Younger,AUS,male,9/25/1991,1.93,100,aquatics,0,0,0
87689776,Aauri Lorena Bokesa,ESP,female,12/14/1988,1.8,62,athletics,0,0,0
997877719,Ababel Yeshaneh,ETH,female,7/22/1991,1.65,54,athletics,0,0,0
343694681,Abadi Hadis,ETH,male,11/6/1997,1.7,63,athletics,0,0,0
591319906,Abbas Abubakar Abbas,BRN,male,5/17/1996,1.75,66,athletics,0,0,0
258556239,Abbas Qali,IOA,male,10/11/1992,,,aquatics,0,0,0
376068084,Abbey D'Agostino,USA,female,5/25/1992,1.61,49,athletics,0,0,0
162792594,Abbey Weitzeil,USA,female,12/3/1996,1.78,68,aquatics,1,1,0
521036704,Abbie Brown,GBR,female,4/10/1996,1.76,71,rugby sevens,0,0,0
149397772,Abbos Rakhmonov,UZB,male,7/7/1998,1.61,57,wrestling,0,0,0
256673338,Abbubaker Mobara,RSA,male,2/18/1994,1.75,64,football,0,0,0
337369662,Abby Erceg,NZL,female,11/20/1989,1.75,68,football,0,0,0
334169879,Abd Elhalim Mohamed Abou,EGY,male,6/3/1989,2.1,88,volleyball,0,0,0
215053268,Abdalaati Iguider,MAR,male,3/25/1987,1.73,57,athletics,0,0,0
763711985,Abdalelah Haroun,QAT,male,1/1/1997,1.85,80,athletics,0,0,0
924593601,Abdalla Targan,SUD,male,9/28/1996,1.77,65,athletics,0,0,0
578032534,Abdel Aziz Mehelba,EGY,male,12/10/1988,1.76,80,shooting,0,0,0
890222258,Abdelati El Guesse,MAR,male,2/27/1993,1.9,72,athletics,0,0,0
803161695,Abdelaziz Merzougui,ESP,male,8/30/1991,1.75,67,athletics,0,0,0
189931373,Abdelaziz Mohamed Ahmed,SUD,male,10/12/1994,1.81,72,aquatics,0,0,0
677622742,Abdelghani Demmou,ALG,male,1/29/1989,1.85,75,football,0,0,0
349871091,Abdelhafid Benchabla,ALG,male,9/26/1986,1.86,,boxing,0,0,0
904808208,Abdelhakim Amokrane,ALG,male,5/10/1994,1.86,70,football,0,0,0
23564778,Abdelkader Chadi,ALG,male,12/12/1986,1.78,,boxing,0,0,0
133974151,Abdelkadir Salhi,ALG,male,3/19/1993,1.85,79,football,0,0,0
189886442,Abdelkebir Ouaddar,MAR,male,7/15/1962,1.74,67,equestrian,0,0,0
199516300,Abdelkhalek Elbanna,EGY,male,7/4/1988,1.93,95,rowing,0,0,0
570342175,Abdellatif Mohamed Ahmed Mohamed,EGY,male,12/8/1995,1.76,120,wrestling,0,0,0
517007712,Abdelmajid El Hissouf,MAR,male,9/23/1992,1.7,56,athletics,0,0,0
512730813,Abdelmalik Lahoulou,ALG,male,5/7/1992,1.77,72,athletics,0,0,0
934545704,Abdelrahman Salah Orabi Abdelgawwad,EGY,male,10/9/1987,1.85,,boxing,0,0,0
514096508,Abdelraouf Benguit,ALG,male,4/5/1996,1.7,65,football,0,0,0
388896171,Abderrahmane Benamadi,ALG,male,7/3/1985,1.83,90,judo,0,0,0
285603057,Abderrahmane Mansouri,ALG,male,1/13/1995,1.72,66,cycling,0,0,0
545134894,Abderrahmane Meziane,ALG,male,3/7/1994,1.68,62,football,0,0,0
64529046,Abdi Hakin Ulad,DEN,male,6/14/1991,1.75,57,athletics,0,0,0
917755766,Abdi Nageeye,NED,male,3/2/1989,1.65,54,athletics,0,0,0
184980926,Abdi Waiss Mouhyadin,DJI,male,7/3/1996,1.6,60,athletics,0,0,0
702606719,Abdoul Khadre Mbaye Niane,SEN,male,8/20/1988,1.9,90,aquatics,0,0,0
259675127,Abdoulkarim Fawziya,CMR,female,3/1/1989,1.8,67,volleyball,0,0,0
469953606,Abdoullah Bamoussa,ITA,male,6/8/1986,,,athletics,0,0,0
962468808,Abdoulrazak Issoufou Alfaga,NIG,male,12/26/1994,2.07,98,taekwondo,0,1,0
958967643,Abdul Khalili,SWE,male,6/7/1992,1.81,71,football,0,0,0
325809293,Abdul Omar,GHA,male,10/3/1993,,,boxing,0,0,0
152408417,Abdul Wahab Zahiri,AFG,male,5/27/1992,1.75,68,athletics,0,0,0
262868423,Abdulaziz Alshatti,IOA,male,10/30/1990,,,fencing,0,0,0
101781750,Abdulkadir Abdullayev,AZE,male,7/17/1988,1.88,,boxing,0,0,0
5763609,Abdullah Abkar Mohammed,KSA,male,1/1/1997,1.72,73,athletics,0,0,0
969824503,Abdullah Alrashidi,IOA,male,8/21/1963,1.83,84,shooting,0,0,1
897549624,Abdullah Hel Baki,BAN,male,8/1/1989,,,shooting,0,0,0
153457,Abdullahi Shehu,NGR,male,3/12/1993,1.7,,football,0,0,1
803368584,Abdullo Tangriev,UZB,male,3/28/1981,1.9,132,judo,0,0,0
937153550,Abdulrahman Al Faihan,IOA,male,6/24/1986,,,shooting,0,0,0
746318262,Abdulrashid Sadulaev,RUS,male,5/9/1996,1.77,86,wrestling,1,0,0
841446548,Abdulrazzaq Murad,QAT,male,6/29/1990,1.86,77,handball,0,0,0
884912875,Abeku Gyekye Jackson,GHA,male,4/12/2000,,,aquatics,0,0,0
146197583,Abhinav Bindra,IND,male,9/28/1982,1.75,70,shooting,0,0,0
884912136,Abigail Johnston,USA,female,11/16/1989,1.66,61,aquatics,0,0,0
221052317,Abigel Joo,HUN,female,8/6/1990,1.83,76,judo,0,0,0
157637514,Ablaikhan Zhussupov,KAZ,male,1/10/1997,1.75,,boxing,0,0,0
78813419,Abraham Kipchirchir Rotich,BRN,male,9/26/1993,1.83,65,athletics,0,0,0
555457991,Abraham Naibei Cheroben,BRN,male,10/11/1992,1.76,60,athletics,0,0,0
877850429,Abraham Niyonkuru,BDI,male,12/26/1989,1.62,52,athletics,0,0,0
369092977,Abrar Osman,ERI,male,1/1/1994,1.68,58,athletics,0,0,0
602585498,Abubaker Haydar Abdalla,QAT,male,8/28/1996,1.8,60,athletics,0,0,0
140663745,Achraf Kharroubi,MAR,male,9/25/1990,1.6,,boxing,0,0,0
507726155,Adam Batirov,BRN,male,1/13/1985,1.65,71,wrestling,0,0,0
60265240,Adam Cwalina,POL,male,1/26/1985,1.87,81,badminton,0,0,0
256805041,Adam Decker,HUN,male,2/29/1984,2.03,115,aquatics,0,0,0
275689888,Adam Dixon,GBR,male,9/11/1986,1.69,70,hockey,0,0,0
136977152,Adam Froese,CAN,male,8/13/1991,1.82,81,hockey,0,0,0
487206822,Adam Gemili,GBR,male,10/6/1993,1.78,75,athletics,0,0,0
236523132,Adam Imer,BRA,male,8/18/1989,1.82,88,hockey,0,0,0
682367963,Adam Kszczot,POL,male,9/2/1989,1.78,68,athletics,0,0,0
624366946,Adam Lundqvist,SWE,male,3/20/1994,1.74,70,football,0,0,0
394945344,Adam Marosi,HUN,male,7/26/1984,1.81,75,modern pentathlon,0,0,0
970243540,Adam Okruashvili,GEO,male,1/1/1989,1.89,130,judo,0,0,0
765490473,Adam Pattantyus,HUN,male,10/10/1978,1.75,71,table tennis,0,0,0
561951036,Adam Peaty,GBR,male,12/28/1994,1.93,88,aquatics,1,1,0
785166259,Adam Sebastian Helcelet,CZE,male,10/27/1991,1.9,92,athletics,0,0,0
846863992,Adam Telegdy,HUN,male,11/1/1995,1.94,77,aquatics,0,0,0
390173289,Adam Vella,AUS,male,6/12/1971,1.78,92,shooting,0,0,0
266751447,Adam Viktora,SEY,male,9/6/1996,1.88,94,aquatics,0,0,0
983184686,Adam Wisniewski,POL,male,10/24/1980,1.93,93,handball,0,0,0
184652432,Adam Yates,GBR,male,8/7/1992,1.72,58,cycling,0,0,0
983411298,Adam van Koeverden,CAN,male,1/29/1982,1.82,85,canoe,0,0,0
685532077,Adama Diatta,SEN,male,8/14/1988,1.65,57,wrestling,0,0,0
222063859,Adama Jammeh,GAM,male,6/10/1993,,,athletics,0,0,0
46940649,Adas Juskevicius,LTU,male,1/3/1989,1.94,90,basketball,0,0,0
512592841,Adel Gholami,IRI,male,2/9/1986,1.95,88,volleyball,0,0,0
302277635,Adel Mechaal,ESP,male,12/5/1990,1.82,71,athletics,0,0,0
216864827,Adel Mojallalimoghadam,IRI,male,3/21/1993,1.85,82,canoe,0,0,0
153013732,Adela Bruns,CZE,female,2/5/1987,1.71,60,shooting,0,0,0
123916473,Adela Hanzlickova,CZE,female,5/4/1994,1.71,67,wrestling,0,0,0
325622113,Adelina Bogus,ROU,female,9/4/1988,1.86,75,rowing,0,0,1
518639420,Adelina Pastor,ROU,female,5/5/1993,1.68,56,athletics,0,0,0
457663778,Adelinde Cornelissen,NED,female,7/7/1979,1.68,55,equestrian,0,0,0
259002430,Adeline Maria Gray,USA,female,1/15/1991,1.73,77,wrestling,0,0,0
303297765,Adem Boudjemline,ALG,male,2/28/1994,1.8,85,wrestling,0,0,0
993710181,Adenizia da Silva,BRA,female,12/18/1986,1.87,65,volleyball,0,0,0
878847288,Adham Ahmed Saleh Kahk,EGY,male,6/27/1993,1.6,66,wrestling,0,0,0
75289002,Adilbek Niyazymbetov,KAZ,male,5/19/1989,1.8,,boxing,0,1,0
930618704,Adilson da Silva,BRA,male,1/24/1972,1.7,79,golf,0,0,0
890593128,Aditi Ashok,IND,female,3/29/1998,1.73,57,golf,0,0,0
456381770,Adlan Abdurashidov,RUS,male,7/31/1990,1.72,,boxing,0,0,0
256936407,Adnan Maric,SWE,male,2/17/1997,1.83,78,football,0,0,0
637015297,Adrian Andres Puentes Perez,CUB,male,7/3/1988,1.71,76,archery,0,0,0
787208883,Adrian Baches,BRA,male,4/7/1990,1.84,83,aquatics,0,0,0
941631433,Adrian Blocki,POL,male,4/11/1990,1.74,62,athletics,0,0,0
839462979,Adrian Chacon,CUB,male,12/10/1988,1.87,90,athletics,0,0,0
284555275,Adrian Crisan,ROU,male,5/7/1980,1.86,85,table tennis,0,0,0
366608701,Adrian Dziolko,POL,male,2/22/1990,1.89,85,badminton,0,0,0
679510102,Adrian Eduardo Goide Arredondo,CUB,male,6/26/1998,1.91,80,volleyball,0,0,0
242818896,Adrian Edward Zielinski,POL,male,3/28/1989,1.7,94,weightlifting,0,0,0
400838338,Adrian Gavira Collado,ESP,male,9/17/1987,1.93,89,volleyball,0,0,0
557196811,Adrian Gomboc,SLO,male,1/20/1995,1.7,69,judo,0,0,0
653186701,Adrian Griffith,BAH,male,11/11/1984,1.78,75,athletics,0,0,0
217850967,Adrian Ignacio Carambula Raurich,ITA,male,3/16/1988,1.82,83,volleyball,0,0,0
370799805,Adrian Juhasz,HUN,male,11/18/1989,1.88,89,rowing,0,0,0
714030791,Adrian Oquendo,CUB,male,2/23/1990,1.89,87,rowing,0,0,0
915726586,Adrian Portela,ARG,male,3/8/1986,1.85,95,handball,0,0,0
80367651,Adriana Aparecida da Silva,BRA,female,7/22/1981,1.66,52,athletics,0,0,0
593328448,Adriana Araujo,BRA,female,11/4/1981,1.67,,boxing,0,0,0
770039735,Adriana Diaz,PUR,female,10/31/2000,1.6,50,table tennis,0,0,0
228337858,Adriana Martin,ESP,female,4/12/1996,1.62,65,archery,0,0,0
529241363,Adriana Moises,BRA,female,12/6/1978,1.7,65,basketball,0,0,0
439382128,Adrien Bart,FRA,male,9/4/1991,1.85,84,canoe,0,0,0
326016199,Adrien Dipanda,FRA,male,5/3/1988,2.02,105,handball,0,1,0
664737236,Adrien Niyonshuti,RWA,male,1/2/1987,1.65,68,cycling,0,0,0
447910544,Adrienne Martelli,USA,female,12/3/1987,1.86,77,rowing,0,0,0
835610998,Adzo Rebecca Kpossi,TOG,female,1/25/1999,1.58,53,aquatics,0,0,0
26797739,Ae-Ri Noort,NED,female,1/10/1983,1.6,49,rowing,0,0,0
577601340,Afa Ismail,MDV,female,11/1/1993,,,athletics,0,0,0
16830155,Afaf Elhodhod,EGY,female,10/1/1996,1.63,75,shooting,0,0,0
508610852,Afef Ben Ismail,TUN,female,3/17/1994,1.73,60,canoe,0,0,0
477738986,Africa Zamorano Sanz,ESP,female,1/11/1998,1.7,58,aquatics,0,0,0
998446972,Afrodite Zegers,NED,female,12/2/1991,1.61,58,sailing,0,0,0
42409524,Agata Forkasiewicz,POL,female,1/13/1994,1.68,54,athletics,0,0,0
28097741,Agatha Bednarczuk,BRA,female,6/22/1983,1.82,70,volleyball,0,1,0
23462736,Ageze Guadie,ISR,male,9/11/1989,1.75,56,athletics,0,0,0
971796358,Aglaia Pezzato,ITA,female,4/22/1994,1.75,60,aquatics,0,0,0
810258362,Agnes Osazuwa,NGR,female,11/26/1989,1.62,65,athletics,0,0,0
107504792,Agnes Raharolahy,FRA,female,11/7/1992,1.67,58,athletics,0,0,0
320335499,Agnese Pastare,LAT,female,10/27/1988,1.79,68,athletics,0,0,0
220410298,Agnete Kirk Thinggaard,DEN,female,5/18/1983,1.72,62,equestrian,0,0,0
726686017,Agnieszka Dygacz,POL,female,7/18/1985,1.6,47,athletics,0,0,0
517578131,Agnieszka Jadwiga Wieszczek-Kordus,POL,female,3/22/1983,1.75,69,wrestling,0,0,0
120505360,Agnieszka Jerzyk,POL,female,1/15/1988,1.7,59,triathlon,0,0,0
665715516,Agnieszka Kobus,POL,female,8/28/1990,1.77,68,rowing,0,0,1
935702937,Agnieszka Nagay,POL,female,2/20/1981,1.69,61,shooting,0,0,0
220520929,Agnieszka Radwanska,POL,female,3/6/1989,1.73,59,tennis,0,0,0
527420548,Agnieszka Skrzypulec,POL,female,6/3/1989,1.66,53,sailing,0,0,0
983479171,Agnieszka Szwarnog,POL,female,12/28/1986,1.65,51,athletics,0,0,0
638298176,Agustin Mazzilli,ARG,male,6/20/1989,1.73,77,hockey,1,0,0
833236523,Agustin Vidal,ARG,male,7/8/1987,1.94,100,handball,0,0,0
794585269,Agustina Albertarrio,ARG,female,1/1/1993,1.65,55,hockey,0,0,0
441542780,Agustina Habif,ARG,female,3/8/1992,1.65,55,hockey,0,0,0
213448220,Ahmad Abughaush,JOR,male,2/1/1996,1.78,68,taekwondo,1,0,0
443237540,Ahmad Alafasi,IOA,male,1/10/1983,,,shooting,0,0,0
942902378,Ahmad Amsyar Azman,MAS,male,8/28/1992,1.62,62,aquatics,0,0,0
684631479,Ahmad Hazer,LIB,male,9/4/1989,1.88,80,athletics,0,0,0
67793782,Ahmed Abdelaal,EGY,male,6/8/1989,1.88,89,volleyball,0,0,0
935849614,Ahmed Abdelhay,EGY,male,8/19/1984,1.97,87,volleyball,0,0,0
786273274,Ahmed Abelrahman,EGY,male,5/26/1996,1.65,60,judo,0,0,0
672789779,Ahmed Afifi,EGY,male,3/30/1988,1.94,92,volleyball,0,0,0
873200853,Ahmed Akram,EGY,male,10/20/1996,1.88,80,aquatics,0,0,0
862822782,Ahmed Ali,SUD,male,11/15/1993,1.73,75,athletics,0,0,0
9418987,Ahmed Attellesey,LBA,male,7/30/1995,,,aquatics,0,0,0
180751684,Ahmed Bader Magour,QAT,male,3/3/1996,1.9,90,athletics,0,0,0
364294388,Ahmed Darwish,EGY,male,7/2/1981,1.72,80,shooting,0,0,0
23970897,Ahmed El Kotb,EGY,male,7/23/1991,1.97,80,volleyball,0,0,0
837684987,Ahmed El-Nemr,EGY,male,11/21/1978,1.83,84,archery,0,0,0
635571670,Ahmed Elahmar,EGY,male,1/27/1984,1.81,79,handball,0,0,0
64299896,Ahmed Gebrel,PLE,male,1/22/1991,,,aquatics,0,0,0
215275770,Ahmed Goumar,NIG,male,2/22/1988,1.8,73,judo,0,0,0
663592491,Ahmed Ibrahim,IRQ,male,2/25/1992,1.84,80,football,0,0,0
916701520,Ahmed Kamar,EGY,male,9/19/1986,1.75,60,shooting,0,0,0
114527133,Ahmed Mathlouthi,TUN,male,12/18/1989,1.9,90,aquatics,0,0,0
205324342,Ahmed Mohamed,EGY,male,4/8/1996,1.7,73,shooting,0,0,0
162169475,Ahmed Mohamed,EGY,male,4/27/1988,1.85,144,weightlifting,0,0,0
739968078,Ahmed Mohamed Ibrahim Saad,EGY,male,2/25/1989,1.65,85,wrestling,0,0,0
575397765,Ahmed Ragab,EGY,male,9/29/1991,1.74,81,sailing,0,0,0
101574216,Ahmed Saad,EGY,male,11/1/1986,1.6,62,weightlifting,0,0,0
105465611,Ahmed Shaban,EGY,male,3/8/1979,1.9,95,shooting,0,0,0
585852107,Ahmet Li,TUR,male,1/12/1991,1.73,67,table tennis,0,0,0
696999235,Ahmet Orken,TUR,male,3/12/1993,1.77,69,cycling,0,0,0
47988332,Ahreum Na,KOR,female,3/24/1990,1.63,55,cycling,0,0,0
138385356,Ahymara Espinoza,VEN,female,5/28/1985,1.8,99,athletics,0,0,0
730862558,Ai Fukuhara,JPN,female,11/1/1988,1.56,48,table tennis,0,0,1
488478701,Ai Kondo Yoshida,JPN,female,11/5/1980,1.61,58,sailing,0,0,0
975475720,Ai Ueda,JPN,female,10/26/1983,1.55,44,triathlon,0,0,0
544308054,Ai Wen Yu,TPE,female,12/27/1995,1.57,52,shooting,0,0,0
696719880,Aiaal Lazarev,KGZ,male,3/19/1986,1.95,125,wrestling,0,0,0
634178292,Aichen Wang,CHN,male,3/28/1985,1.85,75,sailing,0,0,0
537808926,Aida Fall,SEN,female,11/10/1986,1.93,95,basketball,0,0,0
155951731,Aida Mohamed,HUN,female,3/12/1976,1.62,58,fencing,0,0,0
531077009,Aida Roman,MEX,female,5/21/1988,1.69,64,archery,0,0,0
750356217,Aida Shanaeva,RUS,female,4/23/1986,1.73,63,fencing,0,0,0
248085477,Aidan Roach,AUS,male,9/7/1990,1.87,88,aquatics,0,0,0
743883365,Aika Hakoyama,JPN,female,7/27/1991,1.76,62,aquatics,0,0,1
110469224,Aikaterini Nikolaidou,GRE,female,10/22/1992,1.8,70,rowing,0,0,0
823094336,Aikaterini-Maria Kontochristopoulou,GRE,female,6/10/1997,1.68,58,fencing,0,0,0
574808106,Aiko Hayashi,JPN,female,11/17/1993,1.66,56,aquatics,0,0,1
676958658,Aiko Sugihara,JPN,female,9/19/1999,1.46,35,gymnastics,0,0,0
420613340,Aileen Reid,IRL,female,6/15/1982,1.69,53,triathlon,0,0,0
172676108,Ailen Valente,ARG,female,3/26/1996,1.67,58,gymnastics,0,0,0
971329341,Ailly Luciano,NED,female,3/25/1991,1.71,69,handball,0,0,0
356290857,Ailun Guo,CHN,male,11/14/1993,1.92,85,basketball,0,0,0
273034565,Aimee Fisher,NZL,female,1/24/1995,1.83,99,canoe,0,0,0
266091485,Aimee Willmott,GBR,female,2/26/1993,1.71,66,aquatics,0,0,0
912490592,Aina Cid I Centelles,ESP,female,9/1/1994,1.7,60,rowing,0,0,0
674464910,Ainhoa Hernandez,ESP,female,4/27/1994,1.8,88,handball,0,0,0
14183642,Ainhoa Murua,ESP,female,7/18/1978,1.6,48,triathlon,0,0,0
871394696,Ainur Yesbergenova,KAZ,female,2/11/1998,1.64,49,taekwondo,0,0,0
635098552,Airi Hatakeyama,JPN,female,8/16/1994,1.71,46,gymnastics,0,0,0
965051843,Airine Palsyte,LTU,female,7/13/1992,1.87,63,athletics,0,0,0
840071617,Aisen Chen,CHN,male,10/22/1995,1.68,60,aquatics,2,0,0
704825548,Aisha Praught,JAM,female,12/14/1989,1.62,50,athletics,0,0,0
704391947,Aislin Jones,AUS,female,2/8/2000,1.57,51,shooting,0,0,0
273177958,Aisuluu Tynybekova,KGZ,female,5/4/1993,1.7,58,wrestling,0,0,0
191963338,Aitor Martinez Rodriguez,ESP,male,8/22/1993,1.83,78,aquatics,0,0,0
678408880,Aivi Luik,AUS,female,3/18/1985,1.63,58,football,0,0,0
234338084,Ajee Wilson,USA,female,5/8/1994,1.73,61,athletics,0,0,0
374861025,Ajla del Ponte,SUI,female,7/15/1996,1.68,56,athletics,0,0,0
504635619,Ajna Kesely,HUN,female,9/10/2001,1.65,54,aquatics,0,0,0
680600926,Akalani Baravilala,USA,female,7/12/1991,1.68,74,rugby sevens,0,0,0
213555250,Akane Kuroki,JPN,female,8/13/1978,1.65,50,equestrian,0,0,0
58865414,Akane Shibata,JPN,female,4/30/1988,1.53,50,hockey,0,0,0
677730191,Akane Yamaguchi,JPN,female,6/6/1997,1.56,55,badminton,0,0,0
265984930,Akani Simbine,RSA,male,9/21/1993,1.76,74,athletics,0,0,0
285797294,Akashdeep Singh,IND,male,12/2/1994,1.78,70,hockey,0,0,0
769580282,Akeem Haynes,CAN,male,3/11/1992,1.68,71,athletics,0,0,1
194243947,Akela Jones,BAR,female,4/22/1995,1.86,77,athletics,0,0,0
58705332,Aki Mitsuhashi,JPN,female,9/12/1989,1.66,59,hockey,0,0,0
921789441,Aki Yazawa,JPN,female,11/5/1991,1.56,50,canoe,0,0,0
327133724,Akihiko Nakamura,JPN,male,10/23/1990,1.8,73,athletics,0,0,0
346354435,Akiko Sato,JPN,female,2/9/1984,1.62,58,shooting,0,0,0
850163240,Akira Ioane,NZL,male,6/16/1995,1.94,113,rugby sevens,0,0,0
816408353,Akira Yanase,JPN,male,8/11/1988,1.91,95,aquatics,0,0,0
959689266,Akossiwa Claire Ayivon,TOG,female,8/11/1996,,,rowing,0,0,0
152032519,Akua Obeng-Akrofi,GHA,female,7/10/1996,,,athletics,0,0,0
593452734,Alaa Ali,IRQ,male,6/3/1996,1.78,68,football,0,0,0
747058984,Alaaeldin Abouelkassem,EGY,male,11/25/1990,1.88,87,fencing,0,0,0
249203070,Alade Aminu,NGR,male,9/14/1987,2.1,102,basketball,0,0,0
158571661,Alain Sign,GBR,male,2/3/1986,1.81,84,sailing,0,0,0
471888446,Alan Campbell,GBR,male,5/9/1983,1.91,96,rowing,0,0,0
275659106,Alan Hatherly,RSA,male,3/15/1996,1.78,62,cycling,0,0,0
488926827,Alan Sinclair,GBR,male,10/16/1985,1.92,96,rowing,0,0,0
386179468,Alan Sothern,IRL,male,7/28/1987,1.78,76,hockey,0,0,0
68100583,Alana Barber,NZL,female,7/8/1987,1.63,52,athletics,0,0,0
662496867,Alana Boyd,AUS,female,5/10/1984,1.71,59,athletics,0,0,0
812220330,Alanna Kennedy,AUS,female,1/21/1995,1.76,63,football,0,0,0
923852920,Alastair Brogdon,GBR,male,11/10/1987,1.83,76,hockey,0,0,0
533114803,Alba Torrens,ESP,female,8/30/1989,1.91,68,basketball,0,1,0
551413911,Albachir Mouctar,NIG,male,5/1/1995,1.78,76,aquatics,0,0,0
92096398,Albane Valenzuela,SUI,female,12/17/1997,1.74,58,golf,0,0,0
930879907,Albert Espanol Lifante,ESP,male,10/29/1985,1.89,86,aquatics,0,0,0
596935178,Albert Gaun,RUS,male,6/21/1992,1.85,80,taekwondo,0,0,0
70764024,Albert Hermoso Farras,ESP,male,8/28/1978,1.68,65,equestrian,0,0,0
172435291,Albert Kibichii Rop,BRN,male,7/17/1992,1.77,63,athletics,0,0,0
389597142,Albert Puig Garrich,ESP,male,4/1/1994,1.84,78,aquatics,0,0,0
184326688,Albert Ramon Ramirez,VEN,male,5/7/1992,1.82,,boxing,0,0,0
100190722,Albert Ramos-Vinolas,ESP,male,1/17/1988,1.88,80,tennis,0,0,0
366742302,Albert Saritov,ROU,male,7/8/1985,1.88,100,wrestling,0,0,1
670559048,Albert Selimov,AZE,male,4/5/1986,1.71,,boxing,0,0,0
124573287,Albert Subirats,VEN,male,9/25/1986,1.9,85,aquatics,0,0,0
635016740,Alberth Bravo,VEN,male,8/29/1987,1.99,88,athletics,0,0,0
502881474,Alberth Elis,HON,male,2/12/1996,1.84,77,football,0,0,0
583503806,Albertina Cruz Kassoma,ANG,female,6/12/1996,1.92,105,handball,0,0,0
804217525,Alberto Alvarez,MEX,male,3/8/1991,1.91,78,athletics,0,0,0
331799449,Alberto Ezequiel Melian,ARG,male,1/2/1990,1.7,,boxing,0,0,0
532248667,Alberto Fernandez,ESP,male,6/16/1983,1.8,115,shooting,0,0,0
