id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze
566773050,Alberto Ignacio Palmetta,ARG,male,4/5/1990,1.75,,boxing,0,0,0
220269839,Alberto Munarriz Egana,ESP,male,5/19/1994,1.98,105,aquatics,0,0,0
861268031,Alberto Ricchetti,ITA,male,5/26/1985,1.86,88,canoe,0,0,0
663206046,Albin Lagergren,SWE,male,9/11/1992,1.86,94,handball,0,0,0
966601149,Albina Shakirova,RUS,female,3/30/1987,1.65,50,shooting,0,0,0
74286490,Aldemir da Silva Junior,BRA,male,6/8/1992,1.93,80,athletics,0,0,0
46123715,Aldo Montano,ITA,male,11/18/1978,1.84,82,fencing,0,0,0
343089125,Alec Potts,AUS,male,2/9/1996,1.85,77,archery,0,0,1
210525666,Aleixo-Platini Menga,GER,male,9/29/1987,1.82,82,athletics,0,0,0
969294495,Alejandra Betancur,COL,female,6/13/1987,1.6,82,rugby sevens,0,0,0
388913856,Alejandra Garza Garza,MEX,female,8/1/1991,1.65,75,weightlifting,0,0,0
883610308,Alejandra Jhonay Benitez Romero,VEN,female,7/7/1980,1.69,62,fencing,0,0,0
694204413,Alejandra Llaneza,MEX,female,5/31/1988,1.58,48,golf,0,0,0
400375379,Alejandra Orozco,MEX,female,4/19/1997,1.57,56,aquatics,0,0,0
151538357,Alejandra Ortega,MEX,female,7/8/1994,1.65,57,athletics,0,0,0
281414786,Alejandra Quereda,ESP,female,7/24/1992,1.75,54,gymnastics,0,1,0
471263119,Alejandra Teran,MEX,female,1/20/1991,1.76,73,fencing,0,0,0
929131268,Alejandra Valencia,MEX,female,10/17/1994,1.75,74,archery,0,0,0
419155357,Alejandra Zavala Vazquez,MEX,female,6/16/1984,1.65,85,shooting,0,0,0
440339638,Alejandro Enrique Valdes Tobier,CUB,male,11/18/1988,1.65,65,wrestling,0,0,0
691394107,Alejandro Foglia Costa,URU,male,1/30/1984,1.9,96,sailing,0,0,0
813391088,Alejandro Valverde Belmonte,ESP,male,4/25/1980,1.77,63,cycling,0,0,0
288835407,Aleksandar Aleksandrov,AZE,male,4/9/1990,1.89,93,rowing,0,0,0
299839075,Aleksandar IVOVIC,MNE,male,2/24/1986,1.97,107,aquatics,0,0,0
371740701,Aleksandar Karakasevic,SRB,male,12/9/1975,1.78,85,table tennis,0,0,0
150583899,Aleksandar Kukolj,SRB,male,9/9/1991,1.94,94,judo,0,0,0
156829148,Aleksandar Nikolov,BUL,male,6/18/1992,1.85,75,aquatics,0,0,0
39610779,Aleksandar RADOVIC,MNE,male,2/24/1987,1.91,98,aquatics,0,0,0
150706476,Aleksandr Krasnykh,RUS,male,6/19/1995,1.88,80,aquatics,0,0,0
461398245,Aleksandr Lipatov,RUS,male,6/10/1981,1.84,77,canoe,0,0,0
825626228,Aleksandr Markov,RUS,male,5/26/1985,1.79,70,equestrian,0,0,0
26501082,Aleksandr Popkov,RUS,male,12/27/1994,1.85,80,aquatics,0,0,0
442737224,Aleksandr Sadovnikov,RUS,male,9/21/1996,1.93,85,aquatics,0,0,0
928101165,Aleksandra Cotti,ITA,female,12/13/1988,1.67,65,aquatics,0,1,0
15347644,Aleksandra Crvendakic,SRB,female,3/17/1996,1.87,76,basketball,0,0,1
398269007,Aleksandra Jarmolinska,POL,female,9/6/1990,1.6,67,shooting,0,0,0
344407164,Aleksandra Krunic,SRB,female,3/15/1993,1.63,55,tennis,0,0,0
598990857,Aleksandra Patskevich,RUS,female,11/4/1988,1.69,49,aquatics,1,0,0
832551080,Aleksandra Romanova,KAZ,female,12/26/1990,1.68,58,athletics,0,0,0
778823226,Aleksandra Socha,POL,female,3/30/1982,1.74,66,fencing,0,0,0
146965989,Aleksandra Urbanczyk,POL,female,11/13/1987,1.72,64,aquatics,0,0,0
265023366,Aleksandrs Samoilovs,LAT,male,4/6/1985,1.96,98,volleyball,0,0,0
282139882,Aleksei Brianskii,RUS,male,9/14/1997,1.92,82,aquatics,0,0,0
646633611,Aleksei Kurbatov,RUS,male,5/9/1994,,,cycling,0,0,0
200955001,Aleksejs Rumjancevs,LAT,male,2/13/1986,1.85,90,canoe,0,0,0
285964258,Aleksejs Saramotins,LAT,male,4/8/1982,1.85,75,cycling,0,0,0
169040459,Aleksey Mochalov,UZB,male,2/13/1990,1.86,90,canoe,0,0,0
191984367,Aleksi Ojala,FIN,male,12/9/1992,1.8,62,athletics,0,0,0
462274321,Alemu Bekele,BRN,male,3/23/1990,1.62,59,athletics,0,0,0
571628094,Alen Zasieiev,UKR,male,10/10/1988,1.85,125,wrestling,0,0,0
871020123,Alena Abramchuk,BLR,female,2/14/1988,1.82,95,athletics,0,0,0
603507285,Alena Amialiusik,BLR,female,2/6/1989,1.69,52,cycling,0,0,0
390806588,Alena Furman,BLR,female,5/8/1991,1.79,65,rowing,0,0,0
84230211,Alena Sharp,CAN,female,3/7/1981,1.68,69,golf,0,0,0
30712954,Alena Sobaleva,BLR,female,5/11/1993,1.78,87,athletics,0,0,0
906750380,Alesha Widdall,USA,female,1/3/1990,1.73,65,hockey,0,0,0
779596907,Alessandra Aguilar,ESP,female,7/1/1978,1.65,50,athletics,0,0,0
236415837,Alessandra Patelli,ITA,female,11/17/1991,1.8,70,rowing,0,0,0
820764186,Alessandra Perilli,SMR,female,4/1/1988,1.69,73,shooting,0,0,0
630246233,Alessandro De Marchi,ITA,male,5/19/1986,1.81,66,cycling,0,0,0
24174970,Alessandro Fabian,ITA,male,1/7/1988,1.86,77,triathlon,0,0,0
213338722,Alessandro Nora,ITA,male,5/24/1987,1.91,85,aquatics,0,0,1
346410285,Alessandro Velotto,ITA,male,2/12/1995,1.86,85,aquatics,0,0,1
5076328,Alessia Gennari,ITA,female,11/3/1991,1.84,68,volleyball,0,0,0
559742871,Alessia Maurelli,ITA,female,8/22/1996,1.68,48,gymnastics,0,0,0
488353513,Alessia Orro,ITA,female,7/18/1998,1.8,74,volleyball,0,0,0
767623428,Alessia Polieri,ITA,female,10/21/1994,1.63,55,aquatics,0,0,0
389711690,Alessia Trost,ITA,female,3/8/1993,1.88,70,athletics,0,0,0
636505415,Aletta Jorritsma,NED,female,5/17/1989,1.86,76,rowing,0,0,0
746309995,Alev Kelter,USA,female,3/21/1991,1.68,74,rugby sevens,0,0,0
178787882,Alex Abrines,ESP,male,8/1/1993,1.98,93,basketball,0,0,1
527236860,Alex Amankwah,GHA,male,3/2/1992,,,athletics,0,0,0
24122998,Alex Beddoes,COK,male,7/9/1995,1.81,74,athletics,0,0,0
334218519,Alex Bowen,USA,male,9/4/1993,1.96,102,aquatics,0,0,0
962040149,Alex Casasayas,ESP,male,2/17/1988,1.83,78,hockey,0,0,0
794799982,Alex Cejka,GER,male,12/2/1970,1.68,65,golf,0,0,0
566695148,Alex Garcia,BRA,male,3/4/1980,1.92,102,basketball,0,0,0
204746498,Alex Garcia Mendoza,CUB,male,6/2/1993,1.86,110,judo,0,0,0
544745828,Alex Gregory,GBR,male,3/11/1984,1.98,97,rowing,1,0,0
851889356,Alex Hua Tian,CHN,male,10/25/1989,1.9,70,equestrian,0,0,0
212901658,Alex Kennedy,NZL,male,10/13/1992,1.96,96,rowing,0,0,0
967635529,Alex Maloney,NZL,female,3/19/1992,1.58,56,sailing,0,1,0
723568012,Alex Morgan,USA,female,7/2/1989,1.7,59,football,0,0,0
531765497,Alex Obert,USA,male,12/18/1991,1.96,105,aquatics,0,0,0
557501936,Alex Ranghieri,ITA,male,6/18/1987,2,94,volleyball,0,0,0
240862321,Alex Roelse,USA,male,1/10/1995,2.04,115,aquatics,0,0,0
107240268,Alex Rose,SAM,male,11/17/1991,,,athletics,0,0,0
58596600,Alex Sobers,BAR,male,11/13/1998,1.88,66,aquatics,0,0,0
703205900,Alex William Pombo Silva,BRA,male,7/21/1988,1.74,73,judo,0,0,0
636907352,Alex Wright,IRL,male,12/19/1990,1.75,62,athletics,0,0,0
893073673,Alex di Giorgio,ITA,male,7/28/1990,1.85,75,aquatics,0,0,0
644656107,Alexa Moreno,MEX,female,8/8/1994,1.47,45,gymnastics,0,0,0
898510239,Alexander Belonogoff,AUS,male,4/17/1990,1.87,90,rowing,0,1,0
583622968,Alexander Brouwer,NED,male,11/3/1989,1.98,90,volleyball,0,0,1
771200886,Alexander Bryukhankov,RUS,male,4/12/1987,1.84,79,triathlon,0,0,0
525300567,Alexander Bury,BLR,male,9/14/1987,1.84,94,tennis,0,0,0
750329482,Alexander Choupenitch,CZE,male,5/2/1994,1.96,89,fencing,0,0,0
737791847,Alexander Edmondson,AUS,male,12/22/1993,1.84,76,cycling,0,1,0
3104691,Alexander Fransson,SWE,male,4/2/1994,1.8,75,football,0,0,0
100528515,Alexander Gehbauer,AUT,male,4/24/1990,1.85,70,cycling,0,0,0
515896035,Alexander Hartmann,AUS,male,3/7/1993,1.98,91,athletics,0,0,0
986385043,Alexander Hendrickx,BEL,male,8/6/1993,1.85,82,hockey,0,0,0
711926626,Alexander Hill,AUS,male,3/11/1993,1.93,91,rowing,0,1,0
45190859,Alexander Horst,AUT,male,12/20/1982,1.86,88,volleyball,0,0,0
724710281,Alexander Huber,AUT,male,7/25/1985,1.79,64,volleyball,0,0,0
604407494,Alexander John,GER,male,5/3/1986,1.85,84,athletics,0,0,0
300967214,Alexander Karwoski,USA,male,9/16/1990,1.94,90,rowing,0,0,0
41863727,Alexander Kosenkow,GER,male,3/14/1977,1.78,74,athletics,0,0,0
5256036,Alexander Leksell,SWE,male,2/14/1997,1.76,78,football,0,0,0
37893138,Alexander Lerionka Sampao,KEN,male,12/31/1996,,67,athletics,0,0,0
911821683,Alexander Lesun,RUS,male,7/1/1988,1.85,74,modern pentathlon,1,0,0
703140166,Alexander Lloyd,AUS,male,12/17/1990,1.89,89,rowing,0,0,0
994257957,Alexander Massialas,USA,male,4/20/1994,1.88,81,fencing,0,1,1
517168133,Alexander Milosevic,SWE,male,1/30/1992,1.92,77,football,0,0,0
589365060,Alexander Molerio Quintana,CUB,male,9/19/1991,1.69,75,shooting,0,0,0
536913332,Alexander Naddour,USA,male,3/4/1991,1.71,70,gymnastics,0,0,1
110525640,Alexander Peya,AUT,male,6/27/1980,1.82,80,tennis,0,0,0
658069337,Alexander Russo,BRA,male,7/26/1994,1.73,61,athletics,0,0,0
648973939,Alexander Schmirl,AUT,male,9/19/1989,1.76,95,shooting,0,0,0
961318209,Alexander Shatilov,ISR,male,3/22/1987,1.83,77,gymnastics,0,0,0
909129710,Alexander Shibaev,RUS,male,9/9/1990,1.92,80,table tennis,0,0,0
452039868,Alexander Sigurbjornsson,ESP,male,12/13/1988,1.8,80,rowing,0,0,0
484197906,Alexander Sukhorukov,RUS,male,2/22/1988,1.96,93,aquatics,0,0,0
120799596,Alexander Volkov,RUS,male,2/14/1985,2.1,90,volleyball,0,0,0
745034260,Alexandr Spac,MDA,male,11/21/1989,1.64,77,weightlifting,0,0,0
188141447,Alexandr Yemelyanov,KAZ,male,1/1/1984,1.84,97,canoe,0,0,0
928138606,Alexandr Zaichikov,KAZ,male,8/17/1992,1.8,105,weightlifting,0,0,1
878621949,Alexandra Burghardt,GER,female,4/28/1994,1.81,70,athletics,0,0,0
566681185,Alexandra Danson,GBR,female,5/21/1985,1.67,56,hockey,1,0,0
612116227,Alexandra Hagan,AUS,female,3/21/1991,1.82,75,rowing,0,0,0
383231190,Alexandra Keresztesi,ARG,female,4/26/1983,1.83,72,canoe,0,0,0
191014767,Alexandra Lacrabere,FRA,female,4/27/1987,1.77,73,handball,0,1,0
486083635,Alexandra Longova,SVK,female,2/7/1994,1.73,51,archery,0,0,0
30769207,Alexandra Martinez,BRA,female,9/16/1981,1.77,68,handball,0,0,0
921114489,Alexandra Mirca,MDA,female,10/11/1993,1.68,70,archery,0,0,0
338753895,Alexandra Nemich,KAZ,female,1/3/1995,1.68,46,aquatics,0,0,0
599952871,Alexandra Oquendo,PUR,female,2/3/1984,1.89,75,volleyball,0,0,0
125810149,Alexandra Popp,GER,female,4/6/1991,1.74,65,football,1,0,0
891965491,Alexandra Privalova,BLR,female,10/29/1987,1.78,66,table tennis,0,0,0
71010173,Alexandra Raisman,USA,female,5/25/1994,1.58,52,gymnastics,1,2,0
256577556,Alexandra Razarenova,RUS,female,7/17/1990,1.68,56,triathlon,0,0,0
692519892,Alexandra Tavernier,FRA,female,12/13/1993,1.7,82,athletics,0,0,0
443690040,Alexandra Touretski,SUI,female,9/20/1994,1.7,58,aquatics,0,0,0
475551107,Alexandra Wenk,GER,female,2/7/1995,1.8,63,aquatics,0,0,0
872947130,Alexandra Wester,GER,female,3/21/1994,1.8,64,athletics,0,0,0
753747706,Alexandre Ayache,FRA,male,9/20/1982,1.8,80,equestrian,0,0,0
356907302,Alexandre Bouzaid,SEN,male,6/29/1981,1.68,75,fencing,0,0,0
538814395,Alexandre Camarasa,FRA,male,6/10/1987,1.93,100,aquatics,0,0,0
333303277,Alexandre Camargo,BRA,male,4/25/1999,1.77,75,fencing,0,0,0
718560734,Alexandre Haldemann,SUI,male,3/8/1995,1.86,81,aquatics,0,0,0
203028845,Alexandre Iddir,FRA,male,2/21/1991,1.84,90,judo,0,0,0
391830541,Alexandre de Paeuw,BEL,male,10/7/1988,1.78,75,hockey,0,0,0
350839117,Alexandres Gounas,GRE,male,10/3/1989,1.79,73,aquatics,0,0,0
72024697,Alexandrina Cabral,ESP,female,5/5/1986,1.75,62,handball,0,0,0
17092453,Alexandro Pozzer,BRA,male,12/21/1988,1.92,107,handball,0,0,0
809372786,Alexandros Papamichail,GRE,male,9/18/1988,1.78,63,athletics,0,0,0
992947913,Alexei Klimov,RUS,male,8/27/1975,1.82,88,shooting,0,0,0
621322055,Alexei Sancov,MDA,male,10/15/1999,1.88,85,aquatics,0,0,0
434694198,Alexej Prochorow,GER,male,3/30/1990,1.91,138,weightlifting,0,0,0
271488726,Alexey Alipov,RUS,male,8/7/1975,1.74,80,shooting,0,0,0
251192385,Alexey Cheremisinov,RUS,male,7/9/1985,1.83,75,fencing,1,0,0
318060996,Alexey Denisenko,RUS,male,8/30/1993,1.85,68,taekwondo,0,1,0
221070420,Alexey Dergunov,KAZ,male,9/16/1984,1.87,95,canoe,0,0,0
333787984,Alexey Verbov,RUS,male,1/31/1982,1.83,79,volleyball,0,0,0
527521403,Alexey Yakimenko,RUS,male,10/31/1983,1.84,80,fencing,0,0,0
448880966,Alexi Pappas,GRE,female,3/28/1990,,,athletics,0,0,0
524151751,Alexis Gonzalez,ARG,male,7/21/1981,1.84,85,volleyball,0,0,0
491625914,Alexis Raynaud,FRA,male,8/19/1994,1.72,78,shooting,0,0,1
166278707,Alexis Santos,POR,male,3/23/1992,1.85,74,aquatics,0,0,0
697622072,Alexis Soto,ARG,male,10/20/1993,1.64,66,football,0,0,0
194257222,Alexis Vuillermoz,FRA,male,6/1/1988,1.73,60,cycling,0,0,0
860974311,Alexus Laird,SEY,female,3/11/1993,1.72,61,aquatics,0,0,0
108252301,Alfonso Antonio Leyva Yepez,MEX,male,1/6/1993,1.81,85,wrestling,0,0,0
231869553,Alfonso Benavides Lopez de Ayala,ESP,male,3/9/1991,1.82,86,canoe,0,0,0
475919800,Alfred Kipketer,KEN,male,12/28/1996,1.67,60,athletics,0,0,0
450635887,Alfredo Campo,ECU,male,3/2/1993,1.92,90,cycling,0,0,0
736830151,Alfredo Talavera,MEX,male,9/18/1982,1.88,84,football,0,0,0
233231940,Alhussein Gambour,LBA,male,8/21/1989,1.75,68,rowing,0,0,0
604740736,Ali Adnan,IRQ,male,12/19/1993,1.8,76,football,0,0,0
461686848,Ali Elghrari,LBA,male,1/31/1997,,,archery,0,0,0
668278260,Ali Eren Demirezen,TUR,male,4/2/1990,1.89,,boxing,0,0,0
737778764,Ali Faez,IRQ,male,9/9/1994,1.84,75,football,0,0,0
800154411,Ali Hashemi,IRI,male,11/1/1991,1.78,93,weightlifting,0,0,0
931441337,Ali Hisny,IRQ,male,5/23/1994,1.77,70,football,0,0,0
670890480,Ali Kaya,TUR,male,4/20/1994,1.75,54,athletics,0,0,0
732766543,Ali Khalafalla,EGY,male,5/13/1996,1.82,78,aquatics,0,0,0
702507964,Ali Khamis Khamis,BRN,male,6/30/1995,1.82,70,athletics,0,0,0
969053827,Ali Krieger,USA,female,7/28/1984,1.68,63,football,0,0,0
716391442,Ali Messaoudi,ALG,male,10/13/1995,1.78,63,athletics,0,0,0
768503351,Ali Nouisri,TUN,male,1/20/1994,1.84,75,cycling,0,0,0
853472045,Ali Pakdaman,IRI,male,8/23/1990,1.93,94,fencing,0,0,0
89809268,Ali Riley,NZL,female,10/30/1987,1.63,57,football,0,0,0
472145214,Ali Suljic,SWE,male,9/18/1997,1.89,80,football,0,0,0
429169523,Ali Yousef Al Rumaihi,QAT,male,8/26/1981,1.77,86,equestrian,0,0,0
220820586,Ali Zein Mohamed,EGY,male,12/14/1990,1.9,83,handball,0,0,0
76451177,Alia Atkinson,JAM,female,12/11/1988,1.73,71,aquatics,0,0,0
432850961,Alia Saeed Mohammed,UAE,female,11/13/1993,1.58,54,athletics,0,0,0
502227727,Aliaksandr Bersanau,BLR,male,9/1/1992,1.76,94,weightlifting,0,0,0
23998076,Aliaksandr Buikevich,BLR,male,11/19/1984,1.91,80,fencing,0,0,0
564017885,Aliaksandr Liakhovich,BLR,male,7/4/1989,1.72,65,athletics,0,0,0
68967384,Aliaksandra Herasimenia,BLR,female,12/31/1985,1.74,58,aquatics,0,0,1
775336377,Aliaksandra Tarasava,BLR,female,6/23/1988,1.7,64,basketball,0,0,0
185532375,Aliaksei Mzhachyk,BLR,male,6/30/1996,1.9,136,weightlifting,0,0,0
481292461,Alican Kaynar,TUR,male,10/30/1988,1.91,98,sailing,0,0,0
198660870,Alice Aprot Nawowuna,KEN,female,1/2/1994,1.52,54,athletics,0,0,0
824189087,Alice Ingley,AUS,female,1/13/1993,1.72,80,archery,0,0,0
200278263,Alice Mizzau,ITA,female,3/18/1993,1.8,65,aquatics,0,0,0
273156241,Alice Naber-Lozeman,NED,female,5/7/1971,1.68,62,equestrian,0,0,0
713167631,Alice Richardson,GBR,female,5/14/1987,1.72,69,rugby sevens,0,0,0
965421454,Alice Schlesinger,GBR,female,5/26/1988,1.65,65,judo,0,0,0
693106463,Alice Sinno,ITA,female,9/8/1992,1.75,69,sailing,0,0,0
350838880,Alice Sotero,ITA,female,5/28/1991,1.66,53,modern pentathlon,0,0,0
598475958,Alicia Blagg,GBR,female,10/21/1996,1.65,65,aquatics,0,0,0
537043954,Alicia Brown,CAN,female,1/21/1990,1.65,57,athletics,0,0,0
247476216,Alicia Cebrian Martinez de Lagos,ESP,female,2/3/1983,1.68,68,sailing,0,0,0
556923374,Alicia Coutts,AUS,female,9/14/1987,1.76,69,aquatics,0,0,0
906544891,Alicia Magaz,ESP,female,5/24/1994,1.61,60,hockey,0,0,0
404345231,Alicia Quirk,AUS,female,3/28/1992,1.73,64,rugby sevens,1,0,0
284199636,Alicja Tchorz,POL,female,8/13/1992,1.76,68,aquatics,0,0,0
297498164,Alin Alexuc Ciurariu,ROU,male,2/3/1990,1.91,105,wrestling,0,0,0
667093236,Alin Coste,ROU,male,2/17/1992,2.01,95,aquatics,0,0,0
991471809,Alin George Moldoveanu,ROU,male,5/3/1983,1.73,73,shooting,0,0,0
146849551,Alina Armas,NAM,female,12/10/1983,1.66,53,athletics,0,0,0
9436047,Alina Fodorova,UKR,female,7/31/1989,1.75,65,athletics,0,0,0
452472549,Alina Komashchuk,UKR,female,4/24/1993,1.69,75,fencing,0,1,0
26321098,Alina Logvynenko,UKR,female,7/18/1990,1.8,67,athletics,0,0,0
564738938,Alina Rotaru,ROU,female,6/5/1993,1.75,57,athletics,0,0,0
130594149,Alina Stadnik Makhynia,UKR,female,1/3/1991,1.65,69,wrestling,0,0,0
137031539,Alina Talay,BLR,female,5/14/1989,1.64,57,athletics,0,0,0
315643745,Aline,BRA,female,4/15/1989,1.62,60,football,0,0,0
902987523,Aline Focken,GER,female,5/10/1991,1.77,73,wrestling,0,0,0
215286232,Aline da Silva Ferreira,BRA,female,10/18/1986,1.78,80,wrestling,0,0,0
833092832,Aliona Dubitskaya,BLR,female,1/25/1990,1.8,76,athletics,0,0,0
790705612,Alireza Khojasteh,IRI,male,3/28/1997,1.82,66,judo,0,0,0
891915962,Alireza Mohammad Karimimachiani,IRI,male,3/21/1994,1.75,86,wrestling,0,0,0
473463517,Alisa Kano,USA,female,11/7/1994,1.63,47,gymnastics,0,0,0
572752822,Alisa Kiriliuk,RUS,female,7/9/1990,1.65,57,sailing,0,0,0
269057885,Alise Post,USA,female,1/17/1991,1.58,56,cycling,0,1,0
893065758,Alisha Glass,USA,female,4/5/1988,1.84,72,volleyball,0,0,1
409870387,Alison Cerutti,BRA,male,12/7/1985,2.03,102,volleyball,1,0,0
376187965,Alison Young,GBR,female,5/29/1987,1.82,70,sailing,0,0,0
164566610,Alistair Bond,NZL,male,8/16/1989,1.86,71,rowing,0,0,0
198533399,Alistair Brownlee,GBR,male,4/23/1988,1.84,70,triathlon,1,0,0
901422043,Aliya Mustafina,RUS,female,9/30/1994,1.61,48,gymnastics,1,1,1
340019479,Aliyah Abrams,GUY,female,4/3/1997,1.63,53,athletics,0,0,0
248018989,Alize Cornet,FRA,female,1/22/1990,1.73,63,tennis,0,0,0
375255529,Darienn Ferrer Delis,CUB,male,10/31/1982,2.02,90,volleyball,0,0,0
977866181,Dariga Shakimova,KAZ,female,11/20/1988,1.72,,boxing,0,0,1
408213856,Dario Saric,CRO,male,4/8/1994,2.07,110,basketball,0,0,0
113247488,Dariusz Radosz,POL,male,8/13/1986,1.99,91,rowing,0,0,0
878416762,Dariya Derkach,ITA,female,3/27/1993,1.7,50,athletics,0,0,0
689516934,Darko Brguljan,MNE,male,11/5/1990,1.8,97,aquatics,0,0,0
670032549,Darko Cingesar,SLO,male,7/25/1990,1.87,93,handball,0,0,0
756775265,Darko Planinic,CRO,male,11/22/1990,2.11,120,basketball,0,0,0
996641471,Darlan Romani,BRA,male,4/9/1991,1.87,90,athletics,0,0,0
177985963,Darlene,BRA,female,1/11/1990,1.73,59,football,0,0,0
734837766,Darly Zoqbi,ESP,female,8/25/1982,1.78,70,handball,0,0,0
549879032,Darrell Hill,USA,male,8/17/1993,1.91,145,athletics,0,0,0
933764156,Darrell Wesh,HAI,male,1/21/1992,1.83,160,athletics,0,0,0
366274936,Darwin Espinal,HON,male,1/16/1995,1.78,76,football,0,0,0
369500376,Darya Klishina,RUS,female,1/15/1991,1.8,58,athletics,0,0,0
373657197,Darya Maslova,KGZ,female,5/6/1995,1.65,44,athletics,0,0,0
823394699,Darya Naumava,BLR,female,8/26/1995,1.65,75,weightlifting,0,1,0
913687738,Darya Pachabut,BLR,female,12/31/1994,1.63,67,weightlifting,0,0,0
380938305,Darya Semyonova,TKM,female,5/28/2002,1.7,50,aquatics,0,0,0
444977271,Darya Skrypnik,BLR,female,12/12/1987,1.62,52,judo,0,0,0
903300990,Darya Stepanyuk,UKR,female,5/22/1990,1.74,62,aquatics,0,0,0
274289648,Daryl Homer,USA,male,7/16/1990,1.73,74,fencing,0,1,0
590695708,Daryl Impey,RSA,male,12/6/1984,1.83,70,cycling,0,0,0
849289031,Daryll Neita,GBR,female,8/29/1996,1.72,61,athletics,0,0,1
793163437,Daryna Verkhogliad,UKR,female,2/22/1992,1.8,80,rowing,0,0,0
164963140,Daryna Zevina,UKR,female,9/1/1994,1.78,67,aquatics,0,0,0
916140092,Daseul Lee,KOR,female,11/8/1996,1.59,47,athletics,0,0,0
771946742,Dattu Baban Bhokanal,IND,male,4/5/1991,1.89,81,rowing,0,0,0
841861816,Daulet Shabanbay,KAZ,male,8/9/1983,1.9,125,wrestling,0,0,0
769652662,Dave Hughes,USA,male,1/22/1978,1.86,71,sailing,0,0,0
59605223,David Adley Smith Ii,PUR,male,5/2/1992,1.92,82,athletics,0,0,0
301471859,David Alegre,ESP,male,9/6/1984,1.84,75,hockey,0,0,0
